,,,,,,,,,,,,,,,
,ppt,Precip (mm/mon),,,,,,,,,,,,,
IA,80,tmean,1962,-8.99,-3.82,-0.33,9.63,20.63,21.23,23.19,23.09,17.07,13.71,5.09,-2.55
IA,80,tmean,1963,-10.79,-5.29,5.56,12.38,16.12,23.5,24.54,22.63,19.24,18.52,6.87,-8.35
IA,80,tmean,1964,-1.1,-1.38,1.95,11.38,19.38,21.28,25.11,21.56,18.26,11.1,6.99,-4.02
IA,80,tmean,1965,-5.47,-4.82,-3.51,10.37,19.15,20.93,23.5,22.48,17.24,13.02,5.8,2.29
IA,80,tmean,1966,-8.42,-2.95,5.69,8.77,14.81,20.65,25.5,20.86,17.05,12.16,5.23,-3
IA,80,tmean,1967,-3.23,-3.82,5.39,11.62,14.58,20.72,22.36,21.28,16.97,11.58,3.18,-0.97
IA,80,tmean,1968,-5.71,-3.77,6.75,11.35,14.61,22.53,23.63,23.15,17.91,13.03,2.74,-4.03
IA,80,tmean,1969,-7.29,-2.3,-0.36,11.32,16.83,19.48,24.65,23.29,18.75,10.73,4.56,-3.4
IA,80,tmean,1970,-9.47,-1.34,1.22,11.2,18.64,21.72,24.45,23.36,18.55,11.92,3.43,-1.4
IA,80,tmean,1971,-8.25,-4.95,1.89,11.72,14.6,24.48,22.4,22.48,20.09,15.55,5.05,-0.8
IA,80,tmean,1972,-6.53,-4.61,4.02,9.96,16.87,21.1,23.33,22.89,19.15,10.13,2.14,-5.99
IA,80,tmean,1973,-4.81,-1.57,7.26,9.42,15.21,22.25,23.74,23.69,18.45,15.02,5.02,-4.27
IA,80,tmean,1974,-6.5,-1.46,5.1,11.93,16.04,19.86,26.18,21.19,15.65,12.12,4.38,-1.95
IA,80,tmean,1975,-4.21,-4.79,-0.72,8.66,17.98,21.42,24.38,24.41,16.18,13.34,6.72,-1.09
IA,80,tmean,1976,-4.94,2.11,4.8,12.55,14.82,21.17,24.6,22.61,18.12,8.74,0.41,-5.4
IA,80,tmean,1977,-12.14,-1.81,6.84,13.78,19.92,22.91,26.28,21.91,19.04,11.15,4.06,-4.63
IA,80,tmean,1978,-10.95,-9.95,0.09,10.78,15.56,21.86,23.88,22.75,21.05,11.21,4.16,-3.89
IA,80,tmean,1979,-13.08,-10.03,2.3,8.51,16.06,21.2,23.11,23.02,19.26,12.6,3.43,-0.09
IA,80,tmean,1980,-4.19,-5.62,1.32,10.71,17.24,21.76,26.45,25.01,19.22,10.38,5.07,-2.11
IA,80,tmean,1981,-2.92,-1.13,5.56,14.55,15.03,22.11,23.81,21.81,18.54,11.36,6.17,-3.6
IA,80,tmean,1982,-11.11,-5.03,1.92,8.34,17.6,18.81,24.14,22.16,18.06,12.59,4.19,0.32
IA,80,tmean,1983,-2.37,0.31,4.18,7.05,14.54,21.78,26.36,27.69,19.85,12.2,5.59,-11.7
IA,80,tmean,1984,-6.12,2.16,-0.4,9.01,14.33,22.3,23.34,24.04,18,12.53,5.12,-0.66
IA,80,tmean,1985,-8.36,-5.84,6.41,13.03,17.79,19.88,23.68,21.05,18.82,11.94,0.59,-9.35
IA,80,tmean,1986,-2.07,-4.65,6.18,12.57,17.05,23.03,25.06,20.61,20.2,12.04,1.62,-1.41
IA,80,tmean,1987,-2.72,2.46,6.36,12.5,19.12,23.2,25.01,22.53,18.08,9.35,6.59,-0.4
IA,80,tmean,1988,-5.78,-5.41,4.72,10.56,18.74,23.84,25.03,25.63,19.32,8.86,4.75,-1.43
IA,80,tmean,1989,0.4,-8.8,2.99,11.14,15.37,19.99,24.33,22.54,16.34,12.26,2.68,-8.91
IA,80,tmean,1990,0.09,-0.5,5.21,9.56,13.88,21.65,23.38,23.05,20.3,11.29,7.05,-4.33
IA,80,tmean,1991,-8.81,0.38,5.83,11.83,18.61,22.96,23.98,22.85,18.36,11.44,-0.83,-0.76
IA,80,tmean,1992,-0.99,1.71,5.82,8.87,16.07,19.92,21.78,19.47,16.77,11.72,1.95,-2.34
IA,80,tmean,1993,-6.22,-5.67,1.06,8.21,16.14,20.25,23.09,23.44,15.01,10.74,2.37,-1.77
IA,80,tmean,1994,-8.97,-5.83,4.52,10.62,15.83,22.01,22.24,21.85,18.17,12.9,5.38,-0.39
IA,80,tmean,1995,-6.32,-1.74,4.18,8.35,13.79,21.03,23.89,25.45,16.65,11.92,0.73,-3.19
IA,80,tmean,1996,-7.04,-3.81,0.06,8.91,14.59,20.96,22.57,22.08,16.65,12.22,0.32,-4.39
IA,80,tmean,1997,-7.88,-2.09,4.64,7.47,12.91,21.6,23.98,21.98,18.69,11.55,1.97,-1.89
IA,80,tmean,1998,-2.94,2.68,0.37,10.19,18.47,20.01,24.18,23.8,21.09,12.75,5.84,-0.62
IA,80,tmean,1999,-6.72,1.66,2.83,10.6,15.93,20.9,25.56,22.03,16.94,11.18,8.28,-1.71
IA,80,tmean,2000,-3.45,1.61,6.66,10.33,17.48,20.29,22.88,23.77,19.05,13.55,0.95,-11.18
IA,80,tmean,2001,-5.47,-6.34,-0.36,12.45,16.37,20.17,24.63,23.31,16.97,10.8,9.58,0.49
IA,80,tmean,2002,-1.02,-0.41,1.02,9.92,14.19,22.91,25.14,22.54,19.45,8.99,2.12,-0.59
IA,80,tmean,2003,-6.23,-5.5,2.6,10.97,15.08,19.72,23.78,24.76,16.45,12.35,3.27,-0.47
IA,80,tmean,2004,-6.82,-4.06,5.51,11.27,16.78,19.66,21.78,19.66,19.25,11.7,5.64,-1.92
IA,80,tmean,2005,-5.71,0.56,3.18,12.07,14.92,22.72,24.36,22.98,20.32,11.98,5.14,-5.19
IA,80,tmean,2006,1.28,-2.59,3.34,12.68,16.05,21.63,25.08,23.25,16.28,9.69,5.36,0.91
IA,80,tmean,2007,-4.53,-7.44,7.08,8.64,18.35,21.48,23.65,24.86,18.45,13.79,4,-5.05
IA,80,tmean,2008,-7.18,-7.44,1.75,8.2,14.66,21.22,23.01,21.67,17.78,11.26,3.9,-5.99
IA,80,tmean,2009,-8.12,-1.36,3.94,8.82,15.75,21.41,20.65,21.06,17.6,7.79,7.21,-5.44
IA,80,tmean,2010,-8.99,-7.43,3.66,13.51,15.67,22.61,24.47,24.19,18.28,12.84,4.51,-5.18
IA,80,tmean,2011,-8.33,-3.99,3.02,9.5,15.63,21.62,26.75,23.32,16.35,12.5,4.93,-0.59
IA,80,tmean,2012,-1.72,-0.48,11.52,12.11,18.92,22.19,27.49,22.6,17.39,10.57,5.21,-0.78
IA,80,tmean,2013,-3.43,-3.4,-0.58,7.34,15.6,20.95,22.71,22.9,20.39,10.98,2.33,-6.32
IA,80,tmean,2014,-7.89,-8.99,0.06,9.7,16.29,21.78,21.13,22.45,17.3,11.64,-0.15,-0.89
IA,80,tmean,2015,-4.39,-8.45,4.14,11.52,16.06,21.49,23.23,21.4,21.04,12.48,7.04,1.96
IA,80,tmin,1950,-11.1,-9.18,-4.7,0.9,10.12,14.69,15.08,14.5,10.84,7.9,-4.43,-11.02
IA,80,tmin,1951,-10.62,-8.28,-6.03,2.34,10.72,13.58,17.07,16.3,10.16,6.45,-5.08,-10.14
IA,80,tmin,1952,-10.03,-3.7,-3.83,3.64,9.93,17.87,17.98,15.75,11.21,1.2,-1.69,-5.94
IA,80,tmin,1953,-8.04,-5.31,-1.54,1.71,9.84,17.22,18.03,16.41,11.1,7.81,-0.31,-5.99
IA,80,tmin,1954,-11.83,-2.31,-3.93,5.88,7.19,17.53,19.82,18,13.46,7.07,0.11,-5.2
IA,80,tmin,1955,-9.79,-10.16,-3.69,7.5,11.17,13.43,20.61,17.98,12.94,5.61,-5.73,-10.18
IA,80,tmin,1956,-10.33,-8.47,-3.57,1.9,11,16.98,17.13,17.37,10.77,8.55,-1.46,-6.29
IA,80,tmin,1957,-13.3,-5.08,-3.09,4.68,9.88,15.04,19.86,17.12,10.44,4.83,-1.58,-4.41
IA,80,tmin,1958,-8.11,-13.38,-2.85,4.01,10.31,13.87,16.61,17.1,12.77,6.22,0.33,-9.78
IA,80,tmin,1959,-13.13,-8.8,-1.95,3.86,12.13,16,16.26,19.4,12.53,4.5,-5.42,-2.72
IA,80,tmin,1960,-9.7,-10.32,-10.77,5.61,9.43,14.59,16.78,17.41,13.19,5.85,-0.87,-8.11
IA,80,tmin,1961,-11.25,-5.75,-0.68,1.87,8.1,14.42,17.13,16.37,11.51,6.47,-0.75,-10.39
IA,80,tmin,1962,-14.33,-7.94,-5.78,2.55,14.16,15.15,17.24,16.39,10.38,8,-0.24,-8.02
IA,80,tmin,1963,-15.65,-11.01,-0.03,6.04,10.19,16.97,18.39,16.63,13.15,11.19,0.84,-13.74
IA,80,tmin,1964,-6.84,-7.48,-4.46,4.9,13.14,15.41,18.96,14.73,12.53,3.48,1.03,-9.28
IA,80,tmin,1965,-11.18,-10.96,-8.3,4.42,12.69,15.2,17.54,15.66,11.48,6.01,-0.67,-3.18
IA,80,tmin,1966,-13.7,-9.22,-1.04,2.21,7.43,14.51,19.29,14.17,10.22,4.29,-1.13,-8.28
IA,80,tmin,1967,-9.16,-10.02,-1.3,5.5,8,15.33,15.61,14.41,9.91,5.51,-2.29,-5.32
IA,80,tmin,1968,-10.92,-9.71,-0.67,4.41,7.95,16.05,17.35,17.29,11.51,6.39,-2,-8.78
IA,80,tmin,1969,-11.65,-6.33,-6.22,4.81,10.68,12.98,19.19,17.01,12.52,4.85,-1.8,-7.5
IA,80,tmin,1970,-14.71,-8.57,-4.17,4.45,12.28,15.89,17.54,17.35,12.71,6.36,-1.27,-6.39
IA,80,tmin,1971,-13.63,-9.5,-3.46,4.3,8.1,18.08,15.93,15.34,13.25,9.27,-0.04,-4.45
IA,80,tmin,1972,-12.12,-10.72,-2.4,3.28,10.77,14.21,17.3,16.9,13.1,3.93,-1.47,-10.64
IA,80,tmin,1973,-9.4,-6.18,2.82,4.01,9.16,15.95,18.09,17.72,13.44,8.92,0.05,-8.84
IA,80,tmin,1974,-11.19,-6.95,-1.05,5.31,10.35,13.52,18.91,15.02,8.34,5.3,-0.72,-6.25
IA,80,tmin,1975,-9.21,-9.12,-6.17,2.68,11.38,15.6,17.65,17.68,10,5.56,1.27,-5.97
IA,80,tmin,1976,-11.05,-4.27,-0.92,6,8.17,14.51,18.04,15.86,10.76,2.06,-6.36,-12.16
IA,80,tmin,1977,-18.16,-8.35,0.87,7.17,13.62,15.75,19.16,15.66,13.26,5.36,-0.93,-9.29
IA,80,tmin,1978,-16,-15.7,-5.64,5.04,9.95,15.15,18.03,16.08,14.16,4.31,-0.87,-8.81
IA,80,tmin,1979,-18.05,-15.82,-2.96,2.81,8.96,14.6,17.14,17.04,11.42,5.33,-1.8,-6.05
IA,80,tmin,1980,-8.46,-10.56,-4.25,3.72,10,15.18,19.58,18.37,12.47,3.29,-1.18,-7.52
IA,80,tmin,1981,-9.31,-7.75,-1.41,7.42,8.49,15.65,18.61,15.73,11.44,4.89,0.62,-8.51
IA,80,tmin,1982,-16.81,-10.41,-3.96,1.82,12.01,12.57,18.05,16.63,12.49,6.17,-0.9,-4.2
IA,80,tmin,1983,-6.37,-4.17,-0.55,2.11,8.39,15.67,19.47,20.24,12.45,6.33,1.31,-15.9
IA,80,tmin,1984,-11.16,-3.37,-4.59,4.03,8.21,16.28,16.64,16.67,11.18,6.69,-0.74,-6.51
IA,80,tmin,1985,-14.18,-10.84,0.3,6.55,11.34,13.28,17.03,15.19,13.2,6.54,-3.79,-14.92
IA,80,tmin,1986,-7.58,-8.99,-0.12,5.89,11.25,16.96,19.46,14.82,14.73,6.7,-4.03,-5.05
IA,80,tmin,1987,-7.45,-3.8,0.61,5.36,12.38,16.89,19.3,17.04,11.69,2.37,1.93,-4.05
IA,80,tmin,1988,-11.33,-11.45,-2.66,2.93,11.17,16.21,17.83,18.7,12.38,1.93,-1.26,-7.66
IA,80,tmin,1989,-5.21,-14.52,-3.24,3.98,8.33,13.77,18.2,16.24,10.03,5.25,-4.49,-14.95
IA,80,tmin,1990,-5.31,-6.7,-0.32,3.12,8.18,16.38,18.34,17.63,13.79,4.22,0.61,-9.46
IA,80,tmin,1991,-13.91,-5.72,-0.84,5.76,13.56,17.37,17.97,16.55,11.31,4.43,-5.52,-5.62
IA,80,tmin,1992,-5.84,-3.12,-0.11,3.12,9.3,13.02,16.63,13.52,10.74,5.09,-1.21,-6.48
IA,80,tmin,1993,-10.58,-9.47,-3.68,2.65,10.73,14.74,18.59,18.3,9.34,4.95,-2.83,-6.67
IA,80,tmin,1994,-13.93,-11.55,-2.47,3.5,9.22,16.67,16.34,15.41,11.76,6.82,0.2,-5.05
IA,80,tmin,1995,-10.64,-7.77,-1.58,2.29,8.79,15.93,18.06,19.78,10.14,5.65,-4.84,-7.54
IA,80,tmin,1996,-12.42,-9.42,-6.27,1.83,9.83,15.76,16.75,16.61,10.71,5.77,-3.95,-9.1
IA,80,tmin,1997,-13.58,-6.31,-2.03,1.57,6.45,15.53,17.96,16.35,12.32,5.3,-2.39,-5.28
IA,80,tmin,1998,-7.06,-1.26,-3.91,4.66,13.01,14.82,19.02,18.27,14.54,6.76,0.65,-6.22
IA,80,tmin,1999,-11.29,-3.32,-3.18,5.11,10.61,15.71,19.83,16.15,9.67,3.26,1.15,-7.43
IA,80,tmin,2000,-9.18,-3.97,0.13,3.15,10.84,14.42,17.82,18.29,11.71,7.34,-4.18,-16.38
IA,80,tmin,2001,-10.42,-11.46,-5.19,5.38,11.21,14.89,19.36,17.14,10.85,4.37,3.51,-5.16
IA,80,tmin,2002,-7.1,-6.35,-5.69,3.29,7.91,17.17,19.29,16.66,12.13,3.21,-3.7,-6.81
IA,80,tmin,2003,-11.96,-11.61,-3.64,4.61,8.85,13.92,17.81,17.96,9.35,4.77,-1.75,-4.96
IA,80,tmin,2004,-12.04,-9.13,0.2,4.19,10.95,14.19,16.65,13.89,12.33,5.82,0.56,-7.65
IA,80,tmin,2005,-9.96,-4.77,-3.26,5.7,8.34,16.96,18.08,16.87,13.19,5.31,-1.24,-9.27
IA,80,tmin,2006,-3.48,-9.42,-2.31,5.64,10.14,15.41,18.81,18.07,10.47,4,-0.74,-4.63
IA,80,tmin,2007,-9.91,-12.11,1.33,2.4,12.53,15.63,17.46,19.39,11.53,7.91,-2.36,-9.55
IA,80,tmin,2008,-12.49,-12.63,-4.02,2.49,8.28,15.6,17.52,15.55,11.98,5.05,-1.39,-11.69
IA,80,tmin,2009,-13.68,-7.59,-2.2,2.9,9.78,16.04,15.08,15.56,11.21,2.98,1.92,-9.96
IA,80,tmin,2010,-12.71,-12.63,-1.54,6.77,10.1,17.06,19.52,18.41,12.3,5.04,-1.53,-9.85
IA,80,tmin,2011,-13.36,-9.21,-2.61,3.43,9.62,16.57,21.57,17.42,9.88,4.76,-0.95,-5.89
IA,80,tmin,2012,-7.59,-5.79,5.11,5.41,12.36,15.83,20.26,15.04,9.32,3.99,-1.23,-5.95
IA,80,tmin,2013,-9.39,-8.52,-5.34,0.96,10.07,15.89,16.74,16.56,13.36,4.6,-3.24,-11.66
IA,80,tmin,2014,-14.46,-14.4,-6.25,2.65,10.5,16.48,15.51,17.69,11.39,5.49,-5.75,-4.42
IA,80,tmin,2015,-10.28,-14.24,-3.03,4.92,10.84,16.4,18.17,15.99,15,6.32,1.54,-2.06
IA,90,ppt,1950,67.57,48.85,18.26,110.81,83.69,168.16,80,58.87,33.29,7.32,21.35,17.51
IA,90,ppt,1951,19.85,64.69,120.49,89.69,140.51,164.33,112.15,131.42,39.28,100.82,50.53,27.55
IA,90,ppt,1952,27.6,20.38,96.07,69.21,93.8,151.23,64.06,134.28,31.18,2.67,88.9,48.74
IA,90,ppt,1953,24.38,60.3,103.48,58.23,57.1,100.48,50.5,22.48,28.52,18.86,13.32,46.49
IA,90,ppt,1954,8.07,30.55,74.29,133.37,67.27,119.27,39.8,174.58,40.88,146.28,12.41,33.05
IA,90,ppt,1955,57.4,41.15,25.11,115.8,104.99,85.02,57.15,61.06,89.56,63.18,7.23,7.73
IA,90,ppt,1956,7.6,27.55,14.59,40.92,44.58,59.85,110.67,146.58,19.6,21.39,29.59,24.32
IA,90,ppt,1957,27.07,14.67,62.3,118.66,109.41,101.97,116.28,63.7,68.26,85.18,61.63,65.94
IA,90,ppt,1958,30.75,9.33,10.49,52.39,64.72,132.16,216.35,86.37,93.41,36.13,59.37,6.97
IA,90,ppt,1959,31.69,39.47,88.44,100.77,148.78,70.06,108.85,105.21,160.86,123.56,27.46,57.91
IA,90,ppt,1960,80.12,45.25,47.28,92.25,158.86,171.53,89.66,75.2,54.47,78.13,52.98,12.94
IA,90,ppt,1961,9.47,40,124.28,49.9,39.61,51.62,192.74,51.13,246.34,89.84,122.68,40.51
IA,90,ppt,1962,42.22,45.34,43.89,36.48,155.16,62.27,131.77,61.05,50.66,121.23,29.96,12.72
IA,90,ppt,1963,19.31,12.36,87.01,78.5,74.85,21.33,154.8,98.52,50.83,25.13,58,12.63
IA,90,ppt,1964,14.47,19.38,54.02,149.25,54.07,142.2,75.51,68.16,94.07,1.28,42.85,22.21
IA,90,ppt,1965,91.93,19.41,71.6,164.66,73.87,93.63,115.44,163.42,232.42,20.74,38.81,63.1
IA,90,ppt,1966,26.43,14.54,44.2,84.94,128.58,129.68,75.47,27.88,56.54,76.37,18.82,42.69
IA,90,ppt,1967,39.88,17.22,48.47,147.78,80.82,148.58,103.81,54.79,88.11,158.45,35.17,35.7
IA,90,ppt,1968,13.77,10.59,34.02,101.36,59.84,94.39,80.17,63.74,138.45,42.45,56.38,48.59
IA,90,ppt,1969,72.37,22.82,32.72,90.13,86.92,165.69,187.87,78,75.06,130.3,6.2,31.81
IA,90,ppt,1970,9.26,4.82,60.66,96.57,118.89,100.84,78.3,222.31,250.87,81.84,33.49,47.79
IA,90,ppt,1971,36.58,37.9,21.74,35.59,71.79,60.54,119.22,33.04,94.79,69.73,66.05,104.18
IA,90,ppt,1972,17.91,20.29,52.08,105.46,98.7,114.25,102.47,104.68,98.86,57.76,68.07,42.05
IA,90,ppt,1973,61.71,33.44,114.75,190.42,206.97,98.62,161.93,72.2,197.73,78.46,41.63,65.62
IA,90,ppt,1974,68.83,22.02,71.71,72.31,204.53,128.07,100.33,121.66,49.83,62.98,61.05,38.38
IA,90,ppt,1975,34.19,45.46,56.2,74.27,89.49,88.01,21.16,144.41,78.48,12.44,79.62,37.73
IA,90,ppt,1976,13.65,32.75,101.61,140.37,92.27,95.43,85.06,50.52,53.56,62.42,7.77,5.01
IA,90,ppt,1977,18.19,11.25,114.54,48.58,70.72,54.12,87.05,231.05,133.15,118.34,56.47,31.32
IA,90,ppt,1978,17.75,24.5,31.72,121.86,133.12,122.09,142.55,86.52,131.18,49.58,76.96,35.82
IA,90,ppt,1979,64.59,17.93,99.56,93.14,66.94,92.14,106.68,119.92,9.35,77.95,50.7,26.53
IA,90,ppt,1980,33,25.05,44.09,42.8,50.76,170.52,88.13,191.22,139.15,54.97,19.55,71.31
IA,90,ppt,1981,0.88,49.13,9.09,136.81,84.67,164.32,143.57,85.84,95.29,91.46,89.12,29.24
IA,90,ppt,1982,50.09,14.72,107.41,76.65,139.31,83.45,242.89,101.72,97.25,70.07,77.63,111.14
IA,90,ppt,1983,10.47,34.21,59.63,106.41,83.93,63.53,29.21,63.63,128.39,80.13,154.45,50.7
IA,90,ppt,1984,12.01,24.52,56.16,110.64,139.73,119.37,154.41,26.62,77.52,172.89,73.44,56.31
IA,90,ppt,1985,29.42,46.19,92.89,18.47,89.15,69.68,106.84,61.49,97.87,142.63,126.66,47.89
IA,90,ppt,1986,2.64,41.82,39.41,59.16,201.65,89.15,152.75,105.53,221.33,113.1,21.08,29.97
IA,90,ppt,1987,12.72,5.46,87.55,54.83,58.7,78.59,58.84,163.79,61.27,15.67,103.28,73.19
IA,90,ppt,1988,27.08,15.9,33.72,27.02,47.31,28.61,30.3,110.99,56.46,23.6,72.65,26.82
IA,90,ppt,1989,23.28,22.7,21.43,64.66,84.16,96.31,82.23,112.59,136.79,46.74,2.31,15.57
IA,90,ppt,1990,33.81,42.85,132.76,58.08,156.07,210.11,167.25,75.3,33.36,45.99,76.36,54.11
IA,90,ppt,1991,27.56,9.93,116.59,88.06,103.98,54.25,29.56,75.01,53.04,102.97,135.22,43.33
IA,90,ppt,1992,20.8,44.17,46.86,100.39,29.27,23.52,272.77,51.47,169.92,17.78,159.51,61.83
IA,90,ppt,1993,42.4,32.17,88.24,103.81,131.96,216.11,292.97,216.29,129.39,18.59,34.37,15.27
IA,90,ppt,1994,18.25,48.34,11.06,63.99,62.75,124.31,64.63,71.57,64.91,36.59,102.17,43.66
IA,90,ppt,1995,41.86,18.84,37.71,151.22,208.17,104.02,106.13,91.22,76.01,42.12,63.44,10.51
IA,90,ppt,1996,58.22,18.7,37.8,51.78,296.29,73.8,67.78,70.76,69.15,57.57,31.98,8.44
IA,90,ppt,1997,29.9,92.82,33.83,62.63,132.68,96.57,61,122.03,69.41,102.76,38.72,46.58
IA,90,ppt,1998,44.66,60.54,122.86,110.06,121.43,175.03,62.33,133.2,107.4,166.32,68.45,26.64
IA,90,ppt,1999,52.99,25.42,32.42,140.85,102.58,105.18,62.83,78.45,87.53,29.72,18.14,35.8
IA,90,ppt,2000,27.47,40.81,25.55,67.47,77.58,192.74,105.71,48.68,98.68,42.55,37.33,46.75
IA,90,ppt,2001,50.68,97.48,59.43,79.88,217.95,129.07,65.43,88.3,90.98,108.57,20.36,31.77
IA,90,ppt,2002,24.97,21.06,46.95,118.86,155.58,118.59,83.14,110.1,24.99,94.92,5.8,15.95
IA,90,ppt,2003,11.3,26.44,22.46,93.68,113.97,113.15,110,38.55,120.74,31.62,76.72,73.77
IA,90,ppt,2004,28.92,20.07,101.51,35.36,144,67.64,95.42,173.47,20.51,108.66,59.76,24.73
IA,90,ppt,2005,58.91,36.87,27.05,77.26,53.27,95.04,50.95,77.84,71.09,39.07,38.03,24.49
IA,90,ppt,2006,61.93,9.45,109.65,89.33,50.95,57.93,90.64,134.92,41.08,56.7,60.72,54.28
IA,90,ppt,2007,24.39,55.89,86.72,115.56,122.06,116.61,106.03,244.29,55.78,95.69,12.61,90.76
IA,90,ppt,2008,20.79,84.21,33.64,152.5,121.9,199.87,153.17,63.87,204.88,50.5,34.37,77.43
IA,90,ppt,2009,11.78,39.16,130.21,104.71,113.22,202.21,104.08,215.57,56.67,164.12,52.7,66.33
IA,90,ppt,2010,50.72,31,60.83,103.78,188.42,310.04,185.3,173.52,179.97,32.4,33.05,23.38
IA,90,ppt,2011,26.62,65.54,46.83,90.93,147.98,260.58,34.94,33.56,35.87,24.11,104.79,79.31
IA,90,ppt,2012,14.84,42.31,44.03,87.93,96.75,82.8,29.56,84.68,45.33,102.35,39.1,61.43
IA,90,ppt,2013,48.45,56.45,73.69,186,234.42,84.8,56.64,11.26,40.09,74.84,50.01,23.1
IA,90,ppt,2014,14.04,66.86,25.73,118.61,59.21,191.33,139.96,122.88,138.94,112.3,43.19,21.65
IA,90,ppt,2015,21.62,38.29,10.54,70.59,124.65,196,201.43,73.5,76.45,43.53,120.48,121.02
IA,90,tmax,1950,2.99,1.57,6.37,13.69,23.08,26.99,28.17,26.89,24.85,23.47,8.17,-1.67
IA,90,tmax,1951,0.17,1.68,4.96,13.46,24.18,25.22,28.94,28.39,23.35,19.09,6.5,1
IA,90,tmax,1952,2.26,5.61,6.03,17.77,22.8,30.7,31.34,28.4,26.9,18.67,12.35,3.03
IA,90,tmax,1953,1.41,5.51,9.42,13.65,22.32,30.5,31.72,31.85,28.45,23.58,13.13,5.11
IA,90,tmax,1954,1.3,9.95,7.56,19.25,20.62,29.96,32.94,29.13,27.61,18.67,11.78,3.58
IA,90,tmax,1955,-0.11,1.99,9.03,21.05,24.6,26.05,33.38,33.08,27.92,19.32,7.7,1.37
IA,90,tmax,1956,0.58,2.26,9.73,17.19,25.31,31.1,30.54,29.97,26.92,24.19,10.5,3.92
IA,90,tmax,1957,-1.94,5.2,9.11,16.13,22.44,27.5,32.16,30.16,24.09,17.28,8.63,6.32
IA,90,tmax,1958,0.13,-2.36,6.78,17.26,24.49,25.8,27.51,29.51,25.12,20.67,13.16,1.01
IA,90,tmax,1959,-2.62,1.4,8.51,16.54,24.32,29.01,29.49,30.94,25.24,15.82,5.94,5.5
IA,90,tmax,1960,0.09,-0.7,0.28,17.74,21.59,26.2,29.4,29.96,27.42,19.8,12.46,2.5
IA,90,tmax,1961,1.18,5.29,9.38,13.45,21.27,28.83,29.64,29.91,24.81,19.84,9.72,0.54
IA,90,tmax,1962,-3.23,1.15,5.09,16.62,27.06,27.9,29.02,29.91,24.62,19.74,10.48,2.78
IA,90,tmax,1963,-5.64,-0.15,11.41,19.5,22.4,30.72,30.67,28.64,25.85,26.21,12.59,-3.17
IA,90,tmax,1964,4.37,4.01,8.1,17.56,26.08,28.1,31.22,29.06,25.09,19,13.85,0.75
IA,90,tmax,1965,0.47,1.89,1.94,16.04,25.98,27.39,29.33,28.89,23.52,19.36,12.24,7.39
IA,90,tmax,1966,-2.58,2.8,11.88,15.45,21.31,27.25,32.55,28.3,24.22,19.35,11.61,2.14
IA,90,tmax,1967,3.19,1.26,10.82,17.5,21.11,27.02,29.19,27.32,23.88,17.94,8.3,3.55
IA,90,tmax,1968,-0.06,2.1,13.33,18.33,21.49,29.35,30.31,29.69,24.74,19.38,8.36,1.59
IA,90,tmax,1969,-2.79,1.75,6.32,18,23.2,25.88,30.08,29.81,25.19,17.23,10.55,0.89
IA,90,tmax,1970,-4.67,4.59,6.89,17.58,25.17,27.53,31.26,29.14,24.89,18.54,8.8,3.81
IA,90,tmax,1971,-2.17,0.38,6.92,19.48,21.74,31.41,28.79,29.56,27.13,22.65,10.91,3.74
IA,90,tmax,1972,-0.63,0.6,9.92,15.99,23.86,27.63,29.77,29.12,26.14,16.62,6.17,-0.58
IA,90,tmax,1973,0.53,3.59,12.52,14.85,20.95,28.63,30.01,29.64,24.16,21.6,10.78,0.95
IA,90,tmax,1974,-1.49,3.76,11.02,19.18,21.49,25.84,32.33,27.04,22.86,19.02,9.67,2.43
IA,90,tmax,1975,1.32,0.28,4.88,14.43,24.95,27.99,31.34,30.52,22.52,21.22,13.06,4.15
IA,90,tmax,1976,0.58,8.88,11.65,18.97,21.62,28.2,31.15,28.91,25.31,15.68,7.24,0.97
IA,90,tmax,1977,-6.65,4.25,12.75,20.96,26.92,29.42,33.34,28.01,25.11,17.32,9.53,-0.15
IA,90,tmax,1978,-5.24,-3.75,5.17,17.28,21.52,28.58,29.56,29.29,28.22,17.85,10.04,1.1
IA,90,tmax,1979,-8,-4.26,7.87,13.89,23.36,28.38,29.4,29.15,27.11,19.78,9.32,5.89
IA,90,tmax,1980,0.38,-0.82,7.05,17.24,24.6,28.15,32.76,31.34,26.22,17.41,11.1,2.97
IA,90,tmax,1981,2.83,5.19,12.15,21.25,21.46,28.61,28.9,28.24,25.33,18.22,11.77,1.53
IA,90,tmax,1982,-5.02,0.25,7.59,14.57,24.57,25.39,30.08,28.07,23.91,19.63,9.83,5.95
IA,90,tmax,1983,1.84,4.95,9.22,12.41,21.21,28.95,33.79,35.02,26.66,18.56,11.18,-6.37
IA,90,tmax,1984,-0.53,7.51,4.07,14.8,21.46,29.13,29.77,31.04,24.86,19.24,11.31,5.63
IA,90,tmax,1985,-2.8,-0.69,12.52,20.1,25,26.95,30.66,27.05,25.41,17.94,5.99,-3.46
IA,90,tmax,1986,2.38,-0.52,11.7,20.16,22.89,29.15,30.8,26.54,25.84,17.97,7.39,2.74
IA,90,tmax,1987,1.46,8.45,12.26,19.7,26.88,30.38,32,29.47,24.9,16.38,11.88,3.41
IA,90,tmax,1988,-0.63,0.5,11.29,18.17,26.55,31.67,33.16,33.17,26.82,15.7,10.73,4.47
